0 -228 -330
1 -45 -26
2 -87 -125
3 53 67
4 -34 -35
5 0 -9
6 -6 -1
7 13 18
8 14 21
9 -23 -27
10 21 16
11 -11 -5
12 2 -7
13 -2 -9
14 -4 -9
15 -1 -3
16 9 10
17 3 5
18 1 6
19 -1 1
20 -2 -1
21 -4 0
22 2 11
23 -1 3
24 -2 -4
25 -4 -3
26 -1 3
27 0 2
28 1 1
29 0 1
30 1 0
31 -3 0
32 3 4
33 -1 -9
34 -3 -4
35 4 4
36 5 -2
37 2 -3
38 -6 -4
39 0 6
40 0 0
41 -1 4
42 1 3
43 -1 -1
44 0 -1
45 -1 0
46 -3 -3
47 1 0
48 -1 -3
49 -2 -3
50 4 13
51 0 3
52 0 0
53 0 3
54 0 -3
55 1 -1
56 1 0
57 -4 -6
58 0 -2
59 0 -2
60 0 -1
61 2 -2
62 0 1
63 2 0
