0 -336 -596
1 38 46
2 -121 -123
3 6 24
4 -14 -30
5 17 42
6 4 12
7 -12 -16
8 -4 -7
9 -14 -19
10 1 -1
11 8 20
12 -1 -18
13 3 -1
14 -7 -12
15 5 10
16 12 10
17 -2 -11
18 2 -10
19 -1 5
20 -1 4
21 1 0
22 -1 -8
23 5 2
24 4 9
25 -9 -14
26 2 5
27 1 2
28 2 -2
29 -1 -2
30 -4 -7
31 5 6
32 -2 -12
33 -1 7
34 -1 6
35 1 1
36 -2 3
37 1 0
38 1 2
39 -1 -1
40 -2 -6
41 -1 2
42 -1 -2
43 1 2
44 -1 -1
45 -2 -3
46 1 -5
47 1 0
48 2 4
49 -1 4
50 -1 -1
51 1 1
52 -2 1
53 -1 4
54 0 0
55 0 -2
56 0 4
57 1 -2
58 0 2
59 0 -1
60 0 0
61 -1 -5
62 0 1
63 -1 -1
