0 -362 -205
1 11 14
2 -6 -5
3 -3 -4
4 -10 -9
5 -11 -5
6 0 -1
7 4 6
8 5 5
9 -6 -6
10 -1 -3
11 10 0
12 -4 1
13 3 3
14 3 0
15 -4 0
16 -6 3
17 15 6
18 19 5
19 -2 -1
20 1 -1
21 1 3
22 -1 1
23 22 6
24 -4 -3
25 4 3
26 -1 0
27 3 2
28 -1 -2
29 3 3
30 -1 0
31 -1 -3
32 -2 0
33 -8 -2
34 0 -2
35 -1 -1
36 1 0
37 -8 1
38 2 0
39 0 0
40 1 3
41 0 0
42 -2 -1
43 -1 -1
44 -1 -2
45 0 -1
46 3 0
47 0 -2
48 3 2
49 -3 0
50 0 2
51 -1 0
52 -2 0
53 -1 1
54 1 0
55 2 1
56 -1 1
57 0 1
58 1 -1
59 -2 0
60 0 0
61 1 1
62 0 0
63 0 2
