0 -538 -564
1 12 15
2 15 11
3 4 4
4 28 34
5 18 15
6 7 8
7 3 3
8 -1 2
9 3 3
10 1 2
11 -4 -2
12 -5 -3
13 1 4
14 7 9
15 1 1
16 -9 -12
17 -12 -9
18 -4 -3
19 -5 -4
20 2 -4
21 1 -2
22 0 -2
23 -1 -6
24 0 2
25 3 -3
26 -1 1
27 3 0
28 -1 -1
29 1 -1
30 -1 -3
31 0 3
32 -2 -9
33 -7 -6
34 2 0
35 3 2
36 3 1
37 4 -1
38 2 0
39 0 -4
40 2 3
41 0 -2
42 0 0
43 -1 0
44 0 1
45 1 1
46 3 -1
47 -2 -3
48 0 1
49 -3 -1
50 -3 0
51 1 1
52 1 1
53 -1 -2
54 -1 0
55 0 1
56 0 1
57 0 0
58 0 -1
59 0 -1
60 1 0
61 -1 -1
62 0 -1
63 1 0
