0 -474 -551
1 25 8
2 -9 -7
3 1 3
4 -16 -31
5 -11 13
6 -5 -7
7 6 3
8 -2 -3
9 -1 -1
10 12 10
11 -7 -8
12 -3 -6
13 1 5
14 18 23
15 -1 -7
16 0 3
17 29 30
18 2 5
19 -2 -3
20 -1 -7
21 0 -2
22 0 1
23 10 16
24 2 9
25 -12 -9
26 -8 -8
27 -3 -3
28 5 0
29 -1 3
30 -3 -2
31 -4 -9
32 -11 -2
33 1 1
34 3 5
35 -1 2
36 -3 -1
37 2 1
38 1 0
39 -3 -4
40 5 5
41 1 -2
42 2 2
43 0 0
44 -3 -6
45 0 2
46 -6 3
47 4 4
48 3 2
49 -4 -2
50 -2 -1
51 -1 0
52 -2 -2
53 -1 -1
54 0 0
55 0 -1
56 -1 2
57 3 2
58 -1 0
59 1 1
60 -1 -1
61 -2 -2
62 0 0
63 -1 1
