0 -456 -527
1 23 37
2 32 38
3 -12 -22
4 14 7
5 -11 5
6 2 2
7 1 7
8 7 6
9 -2 2
10 1 0
11 9 12
12 4 6
13 20 18
14 -7 -7
15 1 1
16 6 9
17 2 2
18 0 6
19 -4 -6
20 -1 -1
21 -2 -2
22 0 3
23 2 -5
24 -5 0
25 2 1
26 0 4
27 -2 -1
28 2 -1
29 0 3
30 2 2
31 -2 1
32 1 0
33 -2 -2
34 -1 -3
35 2 2
36 -4 -1
37 -2 0
38 1 -4
39 1 3
40 -2 -3
41 0 1
42 -1 0
43 -1 -1
44 2 1
45 -1 -3
46 1 -1
47 1 -1
48 -1 1
49 3 -1
50 1 2
51 2 -2
52 4 0
53 -1 0
54 0 -1
55 0 0
56 0 -1
57 0 -3
58 1 0
59 0 -1
60 0 -1
61 1 1
62 0 -1
63 1 1
