0 -565 -594
1 -17 -25
2 24 15
3 13 16
4 -11 -14
5 11 16
6 -4 -11
7 -12 -8
8 -9 -14
9 -4 -3
10 0 6
11 3 7
12 -1 2
13 -14 -22
14 9 8
15 8 6
16 -9 -11
17 5 5
18 -5 -5
19 3 1
20 0 1
21 -1 1
22 -3 -2
23 0 8
24 -1 -4
25 1 0
26 -5 -2
27 2 0
28 2 1
29 -2 -1
30 5 5
31 -2 -7
32 0 5
33 0 -4
34 2 2
35 -3 3
36 -1 2
37 2 4
38 0 1
39 0 -1
40 1 -1
41 -3 -1
42 0 1
43 1 2
44 0 -1
45 -2 0
46 -1 1
47 -3 -1
48 1 2
49 -1 0
50 0 -2
51 1 1
52 0 -1
53 1 -1
54 -1 0
55 0 1
56 1 1
57 1 1
58 0 3
59 0 -2
60 0 0
61 0 1
62 0 0
63 -1 -1
