0 -403 -597
1 53 36
2 -20 26
3 13 22
4 -1 -5
5 -29 -19
6 -10 -12
7 -8 -13
8 4 7
9 -7 -13
10 2 6
11 -5 -12
12 7 0
13 -22 -24
14 5 1
15 4 6
16 2 9
17 -7 0
18 12 12
19 2 -2
20 -6 -9
21 -5 5
22 -3 -1
23 3 4
24 1 1
25 -5 -7
26 3 2
27 2 2
28 -2 -2
29 -2 -1
30 1 1
31 -7 -6
32 6 -2
33 0 5
34 2 3
35 -4 -1
36 0 -3
37 2 -5
38 3 6
39 -6 -3
40 -1 4
41 0 -1
42 2 3
43 -1 1
44 -1 -1
45 -1 2
46 3 0
47 -1 2
48 -1 1
49 4 -1
50 2 1
51 -2 -3
52 0 -2
53 0 4
54 -1 -3
55 0 -2
56 0 0
57 1 1
58 -3 -1
59 0 -1
60 -1 1
61 -1 -2
62 -1 -1
63 1 2
