0 -321 -466
1 13 2
2 -3 1
3 8 8
4 26 37
5 -22 -15
6 -4 -10
7 -33 -32
8 6 2
9 12 12
10 19 24
11 -1 -8
12 -23 -34
13 -12 -9
14 5 7
15 -1 -3
16 4 9
17 -10 -17
18 -17 -33
19 -10 -16
20 1 -3
21 5 1
22 -7 -7
23 -17 -30
24 -2 -4
25 2 9
26 3 -1
27 -1 -1
28 -1 -1
29 -1 1
30 5 1
31 5 6
32 4 9
33 -6 -11
34 -3 -2
35 1 1
36 -1 2
37 -7 -5
38 3 2
39 5 2
40 1 3
41 1 4
42 0 -4
43 1 0
44 -3 1
45 3 2
46 3 9
47 1 3
48 -4 0
49 2 2
50 0 2
51 2 -3
52 -2 2
53 -1 1
54 2 2
55 2 2
56 1 3
57 2 5
58 -1 -2
59 0 -3
60 1 1
61 0 1
62 0 2
63 1 -1
