0 -149 -207
1 -10 12
2 -9 -10
3 -7 -12
4 -14 -12
5 -18 -20
6 -13 -9
7 8 14
8 2 6
9 -1 0
10 -1 -3
11 2 1
12 9 11
13 3 8
14 6 -6
15 -3 1
16 3 7
17 10 8
18 -2 -10
19 0 -1
20 0 -5
21 0 2
22 -1 -2
23 -1 2
24 -3 -7
25 0 1
26 2 4
27 -3 -3
28 -1 1
29 4 3
30 3 0
31 -2 -5
32 -2 2
33 0 -2
34 -1 1
35 3 -1
36 0 -2
37 -2 1
38 2 -1
39 1 4
40 1 -2
41 -2 -1
42 -1 0
43 0 1
44 2 0
45 0 0
46 1 -2
47 0 1
48 -2 -2
49 -2 2
50 1 2
51 0 -1
52 0 2
53 0 -2
54 -1 1
55 -3 1
56 0 -1
57 0 -1
58 0 -1
59 -1 -2
60 -2 0
61 -1 0
62 0 -1
63 0 1
