0 -232 -228
1 -7 6
2 18 26
3 -47 -47
4 -22 -26
5 8 -1
6 -13 -10
7 -12 -3
8 -5 -7
9 8 9
10 20 23
11 21 23
12 -7 -10
13 -10 -5
14 -9 -4
15 5 8
16 -1 9
17 1 4
18 1 2
19 -16 -12
20 -5 -1
21 -3 -1
22 -8 -8
23 -13 -15
24 -2 -5
25 17 14
26 0 6
27 0 -4
28 1 1
29 2 -3
30 -3 -3
31 -4 -3
32 -6 -4
33 5 6
34 8 17
35 3 1
36 1 -2
37 -4 3
38 7 8
39 -8 -6
40 2 2
41 1 3
42 0 0
43 0 0
44 -2 0
45 8 8
46 2 2
47 1 3
48 1 -3
49 -5 -4
50 4 0
51 0 1
52 4 1
53 -2 -1
54 2 1
55 -2 1
56 1 -1
57 -4 1
58 -2 3
59 -2 1
60 0 1
61 -1 -1
62 0 0
63 2 1
