0 -415 -451
1 -8 -7
2 7 10
3 3 8
4 27 29
5 -6 -11
6 16 14
7 -2 -1
8 -17 -11
9 3 4
10 -2 -5
11 -4 0
12 12 9
13 -29 -24
14 -9 -8
15 -5 -3
16 16 10
17 5 3
18 -10 -9
19 0 1
20 -4 5
21 3 -1
22 -1 -1
23 -5 3
24 7 4
25 -5 -3
26 3 3
27 2 2
28 0 0
29 -3 -5
30 4 2
31 0 0
32 -2 -4
33 8 1
34 1 -1
35 -1 -1
36 -1 1
37 -1 -1
38 1 3
39 -1 0
40 -2 -1
41 -1 -1
42 0 -1
43 -1 1
44 -2 3
45 1 -2
46 1 1
47 -2 0
48 1 -4
49 0 -1
50 0 -1
51 -2 2
52 1 -2
53 0 0
54 1 1
55 -1 -1
56 -2 -1
57 -3 -1
58 -1 0
59 -2 1
60 1 0
61 0 0
62 2 0
63 1 0
